Rowid,STATENAME,ID,DISTRICT,STARTCONG,ENDCONG,CONGRESS,STATE,YEAR,MONTH,PARTY_OF_1,VICTOR,VICTOR_VOT,MARGIN,MARGIN_PER,TOTAL_VOTE,MARGINPERC
17590,Michigan,26098102004,4,98,102,100,MI,986,11,200,"UPTON, FREDERICK",70331,-28707,0,113633,-0.252629078
17591,Tennessee,47098102006,6,98,102,100,TN,986,11,100,"GORDON, BART",102180,71357,0,133004,0.536502662
17592,Illinois,17098102013,13,98,102,100,IL,986,11,200,"FAWELL, HARRIS W.",107227,-68353,0,146101,-0.467847585
17593,Illinois,17098102003,3,98,102,100,IL,986,11,100,"RUSSO, MARTIN A.",102949,50331,0,155567,0.323532626
17594,New Hampshire,33098102001,1,98,102,100,NH,986,11,200,"SMITH, ROBERT C.",70739,-15952,0,125526,-0.127081242
17595,New Hampshire,33098102002,2,98,102,100,NH,986,11,200,"GREG, JUDD",85479,-55791,0,115167,-0.484435646
17596,Wyoming,56098102000,0,98,102,100,WY,986,11,200,"CHENEY, DICK",111007,-62227,0,159787,-0.389437188
17597,New York,36099102013,13,99,102,100,NY,986,11,100,"SOLARZ, STEPHEN J.",50148,46763,0,74136,0.630773174
17598,Delaware,10098102000,0,98,102,100,DE,986,11,100,"CARPER, THOMAS R.",106351,52584,0,160757,0.327102397
17599,Illinois,17098102022,22,98,102,100,IL,986,11,100,"GRAY, KENNETH J.",97585,11852,0,183318,0.06465268
17600,Montana,30099102001,1,99,102,100,MT,986,11,100,"WILLIAMS, PAT",98501,37271,0,159731,0.233336046
17601,Montana,30099102002,2,99,102,100,MT,986,11,200,"MARLENEE, RON",84548,-10965,0,158131,-0.069341242
17602,Pennsylvania,42098102011,11,98,102,100,PA,986,11,100,"KANJORSKI, PAUL E.",112405,65620,0,159190,0.412211822
17603,Kentucky,21098102007,7,98,102,100,KY,986,11,100,"PERKINS, CARL C.",90619,67410,0,113828,0.592209298
17604,Pennsylvania,42098102013,13,98,102,100,PA,986,11,200,"COUGHLIN, LAWRENCE",100701,-29320,0,172082,-0.170383887
17605,Pennsylvania,42098102022,22,98,102,100,PA,986,11,100,"MURPHY, AUSTIN J.",131650,131650,0,131650,1
17606,Texas,48099102010,10,99,102,100,TX,986,11,100,"PICKLE, J.J. ""JAKE""",135863,83863,0,187863,0.446405093
17607,Texas,48099102011,11,99,102,100,TX,986,11,100,"LEATH, MARVIN",84201,84201,0,84201,1
17608,Texas,48099102012,12,99,102,100,TX,986,11,100,"WRIGHT, JIM",84831,46211,0,123451,0.374326656
17609,Texas,48099102013,13,99,102,100,TX,986,11,200,"BOULTER, BEAU",84980,-39073,0,130887,-0.298524682
17610,Texas,48099102014,14,99,102,100,TX,986,11,200,"SWEENEY, MAC",74471,-6619,0,142323,-0.046506889
17611,Texas,48099102015,15,99,102,100,TX,986,11,100,"DE LA GARZA, E. (KIKA)",70777,70777,0,70777,1
17612,Texas,48099102016,16,99,102,100,TX,986,11,100,"COLEMAN, RONALD",50590,24169,0,77011,0.313838283
17613,Texas,48099102017,17,99,102,100,TX,986,11,100,"STENHOLM, CHARLES W.",97791,97791,0,97791,1
17614,Texas,48099102018,18,99,102,100,TX,986,11,100,"LELAND, MICKEY",63335,56451,0,70219,0.803927712
17615,Texas,48099102019,19,99,102,100,TX,986,11,200,"COMBEST, LARRY",68695,-26566,0,110824,-0.239713419
17616,Texas,48099102001,1,99,102,100,TX,986,11,100,"CHAPMAN, JIM",84445,84445,0,84445,1
17617,Texas,48099102020,20,99,102,100,TX,986,11,100,"GONZALEZ, HENRY B.",55363,55363,0,55363,1
17618,Texas,48099102021,21,99,102,100,TX,986,11,200,"SMITH, LAMAR",100346,-36567,0,165567,-0.220859229
17619,Texas,48099102022,22,99,102,100,TX,986,11,200,"DELAY, TOM",76459,-46380,0,106538,-0.435337626
17620,Texas,48099102023,23,99,102,100,TX,986,11,100,"BUSTAMANTE, ALBERT G.",68131,61130,0,75132,0.81363467
17621,Pennsylvania,42098102021,21,98,102,100,PA,986,11,200,"RIDGE, TOM",111148,-84824,0,137472,-0.617027467
17622,Texas,48099102024,24,99,102,100,TX,986,11,100,"FROST, MARTIN",69368,35549,0,103191,0.344497098
17623,Texas,48099102025,25,99,102,100,TX,986,11,100,"ANDREWS, MIKE",67435,67435,0,67435,1
17624,Texas,48099102026,26,99,102,100,TX,986,11,200,"ARMEY, DICK",101735,-54084,0,149386,-0.362041958
17625,Texas,48099102027,27,99,102,100,TX,986,11,100,"ORTIZ, SOLOMON P.",64165,64165,0,64165,1
17626,Texas,48099102002,2,99,102,100,TX,986,11,100,"WILSON, CHARLES",78529,22543,0,138353,0.162938281
17627,Texas,48099102003,3,99,102,100,TX,986,11,200,"BARTLETT, STEVE",143381,-137113,0,152385,-0.899780162
17628,Texas,48099102004,4,99,102,100,TX,986,11,100,"HALL, RALPH M.",97540,58962,0,136118,0.43316828
17629,Texas,48099102005,5,99,102,100,TX,986,11,100,"BRYANT, JOHN",57410,17465,0,98104,0.178025361
17630,Texas,48099102006,6,99,102,100,TX,986,11,200,"BARTON, JOE",86190,-17920,0,154460,-0.116017092
17631,Texas,48099102007,7,99,102,100,TX,986,11,200,"ARCHER, BILL",129673,-112038,0,148395,-0.754998484
17632,Texas,48099102008,8,99,102,100,TX,986,11,200,"FIELDS, JACK",66280,-35663,0,96903,-0.368027822
17633,Texas,48099102009,9,99,102,100,TX,986,11,100,"BROOKS, JACK",73285,27451,0,119119,0.230450222
17634,Pennsylvania,42098102005,5,98,102,100,PA,986,11,200,"SCHULZE, RICHARD T.",87593,-41945,0,133241,-0.314805503
17635,Washington,53099102001,1,99,102,100,WA,986,11,200,"MILLER, JOHN",97969,-5272,0,190666,-0.027650446
17636,Washington,53099102002,2,99,102,100,WA,986,11,100,"SWIFT, AL",124840,76763,0,172917,0.443929747
17637,Washington,53099102003,3,99,102,100,WA,986,11,100,"BONKER, DON",114775,73500,0,156050,0.471002884
17638,Washington,53099102004,4,99,102,100,WA,986,11,200,"MORRISON, SID",107593,-65884,0,149302,-0.44128009
17639,Washington,53099102005,5,99,102,100,WA,986,11,100,"FOLEY, THOMAS S.",121732,80553,0,162911,0.494460165
17640,Washington,53099102006,6,99,102,100,WA,986,11,100,"DICKS, NORM",90063,53653,0,126473,0.424224933
17641,Washington,53099102007,7,99,102,100,WA,986,11,100,"LOWRY, MIKE",124317,77486,0,171148,0.452742655
17642,Washington,53099102008,8,99,102,100,WA,986,11,200,"CHANDLER, ROD",107824,-50279,0,165369,-0.304041265
17643,Colorado,8098102004,4,98,102,100,CO,986,11,200,"BROWN, HANK",117089,-66417,0,167761,-0.395902504
17644,Maryland,24098102006,6,98,102,100,MD,986,11,100,"BYRON, BEVERLY B.",102975,63375,0,142575,0.444502893
17645,Tennessee,47098102008,8,98,102,100,TN,986,11,100,"JONES, ED",101699,76907,0,126503,0.607946057
17646,Tennessee,47098102004,4,98,102,100,TN,986,11,100,"COOPER, JIM",86997,86997,0,87005,0.999908051
17647,Kansas,20098102004,4,98,102,100,KS,986,11,100,"GLICKMAN, DAN",111164,49986,0,172342,0.290039572
17648,Kansas,20098102001,1,98,102,100,KS,986,11,200,"ROBERTS, PAT",141297,-97938,0,184656,-0.530380816
17649,Florida,12098102012,12,98,102,100,FL,986,11,200,"LEWIS, TOM",150244,-149804,0,151180,-0.990898267
17650,Florida,12098102010,10,98,102,100,FL,986,11,200,"IRELAND, ANDY",122395,-72824,0,171966,-0.42347906
17651,Florida,12098102009,9,98,102,100,FL,986,11,200,"BILIRAKIS, MICHAEL",166540,-97962,0,235118,-0.416650363
17652,Florida,12098102006,6,98,102,100,FL,986,11,100,"MACKAY, BUDDY",143598,82529,0,204667,0.4032355
17653,Florida,12098102002,2,98,102,100,FL,986,11,100,"GRANT, BILL",110141,110141,0,110766,0.994357474
17654,Florida,12098102007,7,98,102,100,FL,986,11,100,"GIBBONS, SAM M.",-9,-9,0,-9,1
17655,Massachusetts,25098102010,10,98,102,100,MA,986,11,100,"STUDDS, GERRY E.",121578,72127,0,186726,0.386271864
17656,Massachusetts,25098102009,9,98,102,100,MA,986,11,100,"MOAKLEY, JOHN JOSEPH",110026,88734,0,131330,0.675656743
17657,Massachusetts,25098102006,6,98,102,100,MA,986,11,100,"MAVROULES, NICHOLAS",131051,131051,0,131137,0.999344197
17658,Pennsylvania,42098102007,7,98,102,100,MA,986,11,100,"MARKEY, EDWARD J.",124183,124183,0,124245,0.999500986
17659,Massachusetts,25098102002,2,98,102,100,MA,986,11,100,"BOLAND, EDWARD P.",91033,44011,0,138062,0.318777071
17660,Massachusetts,25098102007,7,98,102,100,MA,986,11,100,"MARKEY, EDWARD J.",124183,124183,0,124245,0.999500986
17661,Tennessee,47098102003,3,98,102,100,TN,986,11,100,"LLOYD, MARILYN",75034,10950,0,139120,0.078709028
17662,Minnesota,27098102003,3,98,102,100,MN,986,11,331,"FRENZEL, BILL",127434,-73173,0,181695,-0.402724346
17663,Florida,12098102011,11,98,102,100,FL,986,11,100,"NELSON, BILL",149109,93157,0,205061,0.454289212
17664,West Virginia,54098102004,4,98,102,100,WV,986,11,100,"RAHALL, NICK II",58217,34727,0,81707,0.425018664
17665,West Virginia,54098102001,1,98,102,100,WV,986,11,100,"MOLLOHAN, ALAN B.",90715,90715,0,90715,1
17666,West Virginia,54098102003,3,98,102,100,WV,986,11,100,"WISE, BOB",73669,33849,0,113489,0.298257981
17667,West Virginia,54098102002,2,98,102,100,WV,986,11,100,"STAGGERS, HARLEY O. JR.",76355,42801,0,109909,0.389422158
17668,Minnesota,27098102005,5,98,102,100,MN,986,11,809,"SABO, MARTIN",105410,67827,0,144997,0.467782092
17669,California,6099102003,3,99,102,100,CA,986,11,100,"MATSUI, ROBERT T.",158709,108444,0,208974,0.51893537
17670,California,6099102040,40,99,102,100,CA,986,11,200,"BADHAM, ROBERT E.",119829,-44165,0,200518,-0.220254541
17671,Missouri,29098102008,8,98,102,100,MO,986,11,200,"EMERSON, BILL",79142,-7610,0,150674,-0.050506391
17672,Missouri,29098102004,4,98,102,100,MO,986,11,100,"SKELTON, IKE",129471,129471,0,129471,1
17673,Wisconsin,55098102008,8,98,102,100,WI,986,11,200,"ROTH, TOBY",118162,-60897,0,175432,-0.347125952
17674,Wisconsin,55098102004,4,98,102,100,WI,986,11,100,"KLECZKA, GERALD",120354,120354,0,120803,0.996283205
17675,Wisconsin,55098102001,1,98,102,100,WI,986,11,100,"ASPIN, LES",106288,71793,0,143139,0.501561419
17676,Wisconsin,55098102003,3,98,102,100,WI,986,11,200,"GUNDERSON, STEVEN C.",104393,-45948,0,162869,-0.282116302
17677,South Dakota,46098102000,0,98,102,100,SD,986,11,100,"JOHNSON, TIM",171462,53201,0,289723,0.18362712
17678,Wisconsin,55098102009,9,98,102,100,WI,986,11,200,"SENSENBRENNER, JAMES F. JR.",138766,-100130,0,177408,-0.564405213
17679,Wisconsin,55098102006,6,98,102,100,WI,986,11,200,"PETRI, THOMAS E.",124328,-120060,0,128639,-0.933309494
17680,Wisconsin,55098102002,2,98,102,100,WI,986,11,100,"KASTENMEIER, ROBERT W.",106919,21763,0,192535,0.113033994
17681,Wisconsin,55098102007,7,98,102,100,WI,986,11,100,"OBEY, DAVID R.",106700,43292,0,171712,0.252119829
17682,New York,36099102012,12,99,102,100,NY,986,11,100,"OWENS, MAJOR R.",42138,39386,0,46058,0.855139172
17683,New Mexico,35098102001,1,98,102,100,NM,986,11,100,"LUJAN, MANUEL JR.",90476,53338,0,127632,0.417904601
17684,New York,36099102027,27,99,102,100,NY,986,11,200,"WORTLEY, GEORGE C.",83430,-939,0,168026,-0.005588421
17685,New York,36099102028,28,99,102,100,NY,986,11,100,"MCHUGH, MATT",103908,55695,0,152121,0.36612302
17686,New York,36099102029,29,99,102,100,NY,986,11,200,"HORTON, FRANK",99704,-65510,0,141008,-0.46458357
17687,New York,36099102002,2,99,102,100,NY,986,11,100,"DOWNEY, THOMAS J.",69771,34639,0,108554,0.319094644
17688,New York,36099102030,30,99,102,100,NY,986,11,100,"SLAUGHTER, LOUISE M.",86777,12142,0,170179,0.071348404
17689,New York,36099102031,31,99,102,100,NY,986,11,200,"KEMP, JACK F.",87972,-21016,0,160895,-0.130619348
17690,New York,36099102032,32,99,102,100,NY,986,11,100,"LAFALCE, JOHN J.",99745,88564,0,109657,0.807645659
17691,New York,36099102034,34,99,102,100,NY,986,11,200,"HOUGHTON, AMORY JR.",85856,-28958,0,142754,-0.202852459
17692,New York,36099102003,3,99,102,100,NY,986,11,100,"MRAZEK, ROBERT J.",83985,32321,0,148792,0.2172227
17693,New York,36099102004,4,99,102,100,NY,986,11,200,"LENT, NORMAN F.",92214,-42140,0,142288,-0.296159901
17694,New York,36099102005,5,99,102,100,NY,986,11,200,"MCGRATH, RAYMOND J.",93473,-49869,0,143201,-0.348244775
17695,New York,36099102006,6,99,102,100,NY,986,11,100,"FLAKE, FLOYD H.",58317,30544,0,86090,0.354791497
17696,New York,36099102007,7,99,102,100,NY,986,11,100,"ACKERMAN, GARY L.",62836,44452,0,81220,0.54730362
17697,New York,36099102008,8,99,102,100,NY,986,11,100,"SCHEUER, JAMES H.",66605,58926,0,78284,0.752720863
17698,New Mexico,35098102003,3,98,102,100,NM,986,11,100,"RICHARDSON, BILL",95760,57208,0,134312,0.425933647
17699,Maryland,24098102004,4,98,102,100,MD,986,11,100,"MCMILLEN, THOMAS",65071,428,0,129714,0.003299567
17700,New Mexico,35098102002,2,98,102,100,NM,986,11,200,"SKEEN, JOE",77787,-31863,0,123711,-0.257559958
17701,Mississippi,28099102001,1,99,102,100,MS,986,11,100,"WHITTEN, JAMIE L.",59870,29603,0,90137,0.328422291
17702,Mississippi,28099102002,2,99,102,100,MS,986,11,100,"ESPY, MIKE",73119,4827,0,141411,0.034134544
17703,Mississippi,28099102003,3,99,102,100,MS,986,11,100,"MONTGOMERY, G.V.(SONNY)",80575,80575,0,80575,1
17704,Mississippi,28099102004,4,99,102,100,MS,986,11,100,"DOWDY, WAYNE",85819,51629,0,120009,0.430209401
17705,Mississippi,28099102005,5,99,102,100,MS,986,11,200,"LOTT, TRENT",75288,-59145,0,91431,-0.646881255
17706,Ohio,39100102010,10,100,102,100,OH,986,11,200,"MILLER, CLARENCE E.",106870,-62023,0,151717,-0.408807187
17707,Ohio,39100102011,11,100,102,100,OH,986,11,100,"ECKART, DENNIS E.",104740,68796,0,144568,0.475872946
17708,Ohio,39100102012,12,100,102,100,OH,986,11,200,"KASICH, JOHN R.",117905,-75178,0,160632,-0.468013845
17709,Ohio,39100102013,13,100,102,100,OH,986,11,100,"PEASE, DONALD J.",88612,36160,0,141064,0.256337549
17710,Ohio,39100102014,14,100,102,100,OH,986,11,100,"SAWYER, THOMAS C.",83257,11544,0,154970,0.074491837
17711,Ohio,39100102015,15,100,102,100,OH,986,11,200,"WYLIE, CHALMERS P.",97745,-41995,0,153495,-0.273591974
17712,Ohio,39100102016,16,100,102,100,OH,986,11,200,"REGULA, RALPH",118206,-81567,0,154845,-0.526765475
17713,Ohio,39100102017,17,100,102,100,OH,986,11,100,"TRAFICANT, JAMES A. JR.",112855,69521,0,156189,0.44510817
17714,Ohio,39100102018,18,100,102,100,OH,986,11,100,"APPLEGATE, DOUGLAS",126526,126526,0,126526,1
17715,Ohio,39100102019,19,100,102,100,OH,986,11,100,"FEIGHAN, EDWARD F.",97814,17071,0,178557,0.095605325
17716,Ohio,39100102001,1,100,102,100,OH,986,11,100,"LUKEN, THOMAS A.",90477,34377,0,146577,0.234532021
17717,Ohio,39100102020,20,100,102,100,OH,986,11,100,"OAKAR, MARY ROSE",110976,91182,0,130770,0.697270016
17718,Ohio,39100102006,6,100,102,100,OH,986,11,200,"MC EWEN, BOB",106354,-64199,0,151338,-0.424209386
17719,Ohio,39100102007,7,100,102,100,OH,986,11,200,"DEWINE, MIKE",119238,-119238,0,119238,-1
17720,Ohio,39100102008,8,100,102,100,OH,986,11,200,"LUKENS, DONALD",98475,-52280,0,144670,-0.361374162
17721,Ohio,39100102009,9,100,102,100,OH,986,11,100,"KAPTUR, MARCY",105646,75003,0,136289,0.55032321
17722,Maryland,24098102005,5,98,102,100,MD,986,11,100,"HOYER, STENY H.",82098,63996,0,100200,0.638682635
17723,Illinois,17098102006,6,98,102,100,IL,986,11,200,"HYDE, HENRY J.",98196,-66132,0,130260,-0.507692308
17724,New Jersey,34099102007,7,99,102,100,NJ,986,11,200,"RINALDO, MATTHEW J.",92254,-67792,0,116716,-0.580828678
17725,New Jersey,34099102008,8,99,102,100,NJ,986,11,100,"ROE, ROBERT A.",57820,23552,0,92088,0.255755364
17726,New Jersey,34099102009,9,99,102,100,NJ,986,11,100,"TORRICELLI, ROBERT G.",89634,49408,0,129860,0.380471277
17727,New Jersey,34099102010,10,99,102,100,NJ,986,11,100,"RODINO, PETER W. JR.",46666,44689,0,48643,0.918713895
17728,New Jersey,34099102011,11,99,102,100,NJ,986,11,200,"GALLO, DEAN A.",75037,-39757,0,110317,-0.360388698
17729,New Jersey,34099102012,12,99,102,100,NJ,986,11,200,"COURTER, JIM",72966,-30999,0,114933,-0.269713659
17730,New Jersey,34099102013,13,99,102,100,NJ,986,11,200,"SAXTON, H. JAMES",82866,-38946,0,126786,-0.307179026
17731,New Jersey,34099102014,14,99,102,100,NJ,986,11,100,"GUARINI, FRANK J.",63057,39235,0,89229,0.439711305
17732,New Jersey,34099102001,1,99,102,100,NJ,986,11,100,"FLORIO, JAMES J.",93497,64322,0,123603,0.5203919
17733,New Jersey,34099102002,2,99,102,100,NJ,986,11,100,"HUGHES, WILLIAM J.",83821,48654,0,122800,0.396205212
17734,New Jersey,34099102003,3,99,102,100,NJ,986,11,100,"HOWARD, JAMES J.",73743,21861,0,125625,0.17401791
17735,New Jersey,34099102004,4,99,102,100,NJ,986,11,200,"SMITH, CHRISTOPHER H.",78699,-29409,0,128778,-0.228369753
17736,New Jersey,34099102005,5,99,102,100,NJ,986,11,200,"ROUKEMA, MARGE",94253,-62108,0,126398,-0.491368534
17737,New Jersey,34099102006,6,99,102,100,NJ,986,11,100,"DWYER, BERNARD J.",67460,39174,0,97769,0.400679152
17738,Nebraska,31098102001,1,98,102,100,NJ,986,11,100,"FLORIO, JAMES J.",93497,64322,0,123603,0.5203919
17739,Connecticut,9098102003,3,98,102,100,CT,986,11,100,"MORRISON, BRUCE A.",114276,64470,0,164082,0.392913299
17740,Connecticut,9098102006,6,98,102,100,CT,986,11,200,"JOHNSON, NANCY L.",111304,-49171,0,173437,-0.283509286
17741,Connecticut,9098102002,2,98,102,100,CT,986,11,100,"GEJDENSON, SAMUEL",109229,56360,0,162098,0.347690903
17742,Oregon,41098102004,4,98,102,100,OR,986,11,100,"DEFAZIO, PETER A.",105697,15902,0,195548,0.081320187
17743,Oregon,41098102005,5,98,102,100,OR,986,11,200,"SMITH, DENNY",125906,-43616,0,208204,-0.209486849
17744,Oregon,41098102002,2,98,102,100,OR,986,11,200,"SMITH, ROBERT F. (BOB)",113566,-38442,0,188716,-0.203702919
17745,Iowa,19098102002,2,98,102,100,IA,986,11,200,"TAUKE, TOM",88708,-32805,0,144630,-0.226820162
17746,Rhode Island,44098102002,2,98,102,100,RI,986,11,200,"SCHNEIDER, CLAUDINE",113603,-69015,0,158191,-0.4362764
17747,Florida,12098102017,17,98,102,100,FL,986,11,100,"LEHMAN, WILLIAM ""BILL""",-9,-9,0,-9,1
17748,Utah,49098102003,3,98,102,100,UT,986,11,200,"NIELSON, HOWARD C.",86599,-44017,0,130074,-0.33839968
17749,Maryland,24098102003,3,98,102,100,MD,986,11,100,"CARDIN, BENJAMIN L.",100161,73709,0,126613,0.58215981
17750,Tennessee,47098102001,1,98,102,100,TN,986,11,200,"QUILLEN, JAMES H.",80289,-44011,0,116570,-0.37754997
17751,Pennsylvania,42098102001,1,98,102,100,PA,986,11,100,"FOGLIETTA, THOMAS M.",88224,58413,0,118035,0.494878638
17752,Georgia,13098102007,7,98,102,100,GA,986,11,100,"DARDEN, GEORGE (BUDDY)",88636,43745,0,133534,0.32759447
17753,Colorado,8098102003,3,98,102,100,CO,986,11,100,"CAMPBELL, BEN NIGHTHORSE",95353,6845,0,183861,0.037229211
17754,Colorado,8098102006,6,98,102,100,CO,986,11,200,"SCHAEFER, DAN",104359,-50525,0,160531,-0.314736718
17755,Colorado,8098102002,2,98,102,100,CO,986,11,100,"SKAGGS, DAVID",91223,5192,0,177254,0.029291299
17756,Kansas,20098102003,3,98,102,100,KS,986,11,200,"MEYERS, JAN",109266,-109266,0,109266,-1
17757,Kansas,20098102002,2,98,102,100,KS,986,11,100,"SLATTERY, JIM",110737,64708,0,156766,0.412768075
17758,Colorado,8098102005,5,98,102,100,CO,986,11,200,"HEFLEY, JOEL",121153,-68665,0,173641,-0.395442321
17759,Florida,12098102003,3,98,102,100,FL,986,11,100,"BENNETT, CHARLES E.",-9,-9,0,-9,1
17760,North Carolina,37098102008,8,98,102,100,NC,986,11,100,"HEFNER, W.G.",80959,22018,0,139900,0.157383846
17761,North Carolina,37098102004,4,98,102,100,NC,986,11,100,"PRICE, DAVID E.",92216,18747,0,165685,0.113148444
17762,North Carolina,37098102001,1,98,102,100,NC,986,11,100,"JONES, WALTER B.",91122,51210,0,131034,0.390814598
17763,North Carolina,37098102005,5,98,102,100,NC,986,11,100,"NEAL, STEPHEN L.",86410,13149,0,159671,0.082350583
17764,North Carolina,37098102011,11,98,102,100,NC,986,11,100,"CLARKE, JAMES MCCLURE",83902,-5167,0,172971,-0.029872059
17765,North Carolina,37098102003,3,98,102,100,NC,986,11,100,"LANCASTER, MARTIN",71460,32052,0,110868,0.289100552
17766,Illinois,17098102016,16,98,102,100,IL,986,11,200,"MARTIN, LYNN MORLEY",92982,-46895,0,139069,-0.33720671
17767,Illinois,17098102015,15,98,102,100,IL,986,11,200,"MADIGAN, EDWARD",115284,-115284,0,115284,-1
17768,Illinois,17098102004,4,98,102,100,IL,986,11,200,"DAVIS, JACK",61633,-3708,0,119558,-0.031014236
17769,Illinois,17098102020,20,98,102,100,IL,986,11,100,"DURBIN, RICHARD J.",126556,67265,0,185847,0.361937508
17770,Virginia,51098102001,1,98,102,100,VA,986,11,200,"BATEMAN, HERBERT H.""HERB""",80713,-17349,0,144086,-0.120407257
17771,Virginia,51098102005,5,98,102,100,VA,986,11,100,"DANIEL, W.C.""DAN""",73085,56534,0,89653,0.630586818
17772,Virginia,51098102003,3,98,102,100,VA,986,11,200,"BILEY, THOMAS J.""TOM"" JR.",74525,-41564,0,111179,-0.373847579
17773,Virginia,51098102010,10,98,102,100,VA,986,11,200,"WOLF, FRANK R.",95724,-32432,0,159023,-0.203945341
17774,Virginia,51098102009,9,98,102,100,VA,986,11,100,"BOUCHER, FREDERICK C.""RICK""",59864,59864,0,60466,0.990043992
17775,Virginia,51098102006,6,98,102,100,VA,986,11,100,"OLIN, JAMES R.""JIM""",88230,50179,0,126310,0.397268625
17776,Virginia,51098102002,2,98,102,100,VA,986,11,100,"PICKETT, OWEN B.",54491,8354,0,110169,0.075828954
17777,Virginia,51098102007,7,98,102,100,VA,986,11,200,"SLAUGHTER, D. FRENCH JR.",58927,-57878,0,59976,-0.965019341
17778,Michigan,26098102001,1,98,102,100,MI,986,11,100,"CONYERS, JOHN JR.",94307,83900,0,105784,0.793125614
17779,Michigan,26098102013,13,98,102,100,MI,986,11,100,"CROCKETT, GEO. JR.",76435,64040,0,89746,0.713569407
17780,Michigan,26098102005,5,98,102,100,MI,986,11,200,"HENRY, PAUL",100577,-59969,0,141186,-0.424751746
17781,Michigan,26098102011,11,98,102,100,MI,986,11,200,"DAVIS, BOB",91575,-38395,0,145404,-0.264057385
17782,Michigan,26098102003,3,98,102,100,MI,986,11,100,"WOLPE, HOWARD",78720,27042,0,130400,0.207377301
17783,Michigan,26098102014,14,98,102,100,MI,986,11,100,"HERTEL, DENNIS",92328,58497,0,126667,0.461817206
17784,Michigan,26098102017,17,98,102,100,MI,986,11,100,"LEVIN, SANDER",105031,74152,0,137390,0.539719048
17785,Michigan,26098102012,12,98,102,100,MI,986,11,100,"BONIOR, DAVID",87643,43201,0,132089,0.327059785
17786,Michigan,26098102010,10,98,102,100,MI,986,11,200,"SCHUETTE, BILL",78475,-3534,0,153424,-0.023034206
17787,Minnesota,27098102004,4,98,102,100,MN,986,11,809,"VENTO, BRUCE F",112662,70736,0,154588,0.457577561
17788,North Carolina,37098102010,10,98,102,100,NC,986,11,200,"BALLENGER, CASS",83902,-21867,0,145937,-0.149838629
17789,Pennsylvania,42098102003,3,98,102,100,PA,986,11,100,"BORSKI, ROBERT A.",107804,41111,0,174497,0.235597174
17790,Pennsylvania,42098102014,14,98,102,100,PA,986,11,100,"COYNE, WILLIAM J.",104726,104726,0,116859,0.896174022
17791,Pennsylvania,42098102017,17,98,102,100,PA,986,11,200,"GEKAS, GEORGE W.",101027,-64870,0,137184,-0.472868556
17792,Pennsylvania,42098102019,19,98,102,100,PA,986,11,200,"GOODLING, BILL",100055,-62832,0,137278,-0.457698976
17793,Pennsylvania,42098102012,12,98,102,100,PA,986,11,100,"MURTHA, JOHN P.",97135,50198,0,144072,0.348423011
17794,Pennsylvania,42098102010,10,98,102,100,PA,986,11,200,"MCDADE, JOSEPH MICHA",118603,-78355,0,158851,-0.49326098
17795,Pennsylvania,42098102018,18,98,102,100,PA,986,11,100,"WALGREN, DOUG",104164,43000,0,165328,0.260089035
17796,Pennsylvania,42098102009,9,98,102,100,PA,986,11,200,"SHUSTER, BUD",120890,-120890,0,120890,-1
17797,Pennsylvania,42098102006,6,98,102,100,PA,986,11,100,"YATRON, GUS",98142,54284,0,142000,0.38228169
17798,Pennsylvania,42098102002,2,98,102,100,PA,986,11,100,"GRAY, WILLIAM H.",128399,128399,0,130495,0.983938082
17799,District Of Columbia,11098102000,0,98,102,0, ,0,0,0, ,0,0,0,0,0
17800,Florida,12098102008,8,98,102,100,FL,986,11,200,"YOUNG, C.W. BILL",-9,9,0,-9,-1
17801,Florida,12098102016,16,98,102,100,FL,986,11,100,"SMITH, LARRY",121219,68410,0,174028,0.393097662
17802,Kentucky,21098102004,4,98,102,100,KY,986,11,200,"BUNNING, JIM",67615,-13720,0,122763,-0.111760058
17803,Kentucky,21098102001,1,98,102,100,KY,986,11,100,"HUBBARD, CARROLL JR.",64315,64315,0,64332,0.999735746
17804,Kentucky,21098102005,5,98,102,100,KY,986,11,200,"ROGERS, HAROLD",56760,-56760,0,56764,-0.999929533
17805,Kentucky,21098102003,3,98,102,100,KY,986,11,100,"MAZZOLI, ROMANO L.",81900,52595,0,112233,0.46862331
17806,Kentucky,21098102006,6,98,102,100,KY,986,11,200,"HOPKINS, LARRY J.",75906,-49591,0,102224,-0.485120911
17807,Kentucky,21098102002,2,98,102,100,KY,986,11,100,"NATCHER, WILLIAM H.",57644,57644,0,57652,0.999861236
17808,South Carolina,45098102004,4,98,102,100,SC,986,11,100,"PATTERSON, LIZ J.",67012,5364,0,130407,0.041132761
17809,South Carolina,45098102001,1,98,102,100,SC,986,11,200,"RAVENEL, ARTHUR JR.",59969,-4707,0,115242,-0.040844484
17810,South Carolina,45098102005,5,98,102,100,SC,986,11,100,"SPRATT, JOHN",95859,95859,0,96247,0.995968706
17811,South Carolina,45098102003,3,98,102,100,SC,986,11,100,"DERRICK, BUTLER",79109,42614,0,115683,0.368368732
17812,South Carolina,45098102006,6,98,102,100,SC,986,11,100,"TALLON, ROBIN",92398,62476,0,122343,0.510662645
17813,South Carolina,45098102002,2,98,102,100,SC,986,11,200,"SPENCE, FLOYD D.",73455,-9863,0,137052,-0.071965385
17814,Florida,12098102004,4,98,102,100,FL,986,11,100,"CHAPPELL, BILL",-9,-9,0,-9,1
